,Collection_Name,Category_Art,Category_Collectibles,Category_Domain Names,Category_Music,Category_Photography,Category_Sports,Category_Trading Cards,Category_Utility,Category_Virtual Worlds,Items,Owners,Floor_Price,Twitter_Page_Followers,Twitter_Page_Following,Twitter_Page_Is_Verified,Twitter_Page_Creation_Date,Max_Twitter_Retweets,Max_Twitter_Replies,Max_Twitter_Likes,Max_Twitter_Quotes,Collection_Creation_Date,Collection_30_Day_Volume,Collection_Listing_Status,Collection_Traits_count
2828,It's all about her,1,0,0,0,0,0,0,0,0,5,2.0,0.1,721.0,375.0,False,06/01/2017,2,2,10,2,2021-10-21,0.1,not_requested,4.0
2829,It's line cat,1,0,0,0,0,0,0,0,0,120,51.0,0.005,3109.0,662.0,False,07/14/2021,16,2,22,2,2021-08-11,0.01,not_requested,0.0
2830,J48BAFORMS,1,0,0,0,0,0,0,0,0,4800,1000.0,0.03,2827.0,2843.0,False,03/27/2021,16,11,70,1,2021-04-17,1.4998000000000005,verified,15.0
2831,JRNY CLUB OFFICIAL,0,0,0,0,0,0,0,1,0,10000,7600.0,2.339,141624.0,2.0,False,11/01/2021,870,675,6263,49,2021-11-19,1886.696993976034,approved,0.0
2832,JUGGERNAUT Digitals,0,0,0,0,0,0,0,1,0,8,31.0,0.002,115.0,489.0,False,11/23/2021,31,35,76,3,2021-12-04,0.02,not_requested,19.0
2833,Jack's Crazy Art,1,0,0,0,0,0,0,0,0,53,28.0,0.05,5950.0,1996.0,False,01/23/2021,3,10,24,0,2021-03-04,0.2,requested,0.0
2834,Jacobs Spooky Limited Editions 2021,1,0,0,0,0,0,0,0,0,13,5.0,0.01,236.0,214.0,False,05/03/2021,12,5,34,2,2021-10-23,0.07998,not_requested,20.0
2835,Jadu Hoverboard,0,1,0,0,0,0,0,0,0,6700,3300.0,0.72,18357.0,0.0,False,02/14/2021,896,845,3015,823,2021-12-12,1521.6542137736642,verified,22.0
2836,Jadu Jetpack,0,1,0,0,0,0,0,0,0,1100,690.0,4.89,18357.0,0.0,False,02/14/2021,896,845,3015,823,2021-09-16,487.9210399999999,verified,4.0
2837,Jaeyeol Han Sculptures,1,0,0,0,0,0,0,0,0,10,8.0,0.1,275.0,374.0,False,09/14/2016,8,7,18,4,2021-12-17,1.2500000000000002,not_requested,0.0
2838,Jake Nordstrum,1,0,0,0,0,0,0,0,0,117,126.0,0.1,5404.0,1425.0,False,08/17/2020,4,25,53,3,2021-07-21,2.66,approved,0.0
2839,Jake's World Editions,1,0,0,0,0,0,0,0,0,10,155.0,1.8,41492.0,5023.0,False,04/15/2010,35,26,238,4,2021-07-07,38.3,verified,70.0
2840,Jakebots,1,0,0,0,0,0,0,0,0,20,5.0,0.004,2593.0,932.0,False,12/15/2008,1,4,37,1,2021-11-08,0.008,not_requested,18.0
2841,Jamie Inklings Art Collection,1,0,0,0,0,0,0,0,0,24,15.0,0.75,471.0,929.0,False,06/04/2021,7,8,83,2,2021-05-24,1.84,not_requested,0.0
2842,Jangala Crypto Clusters,1,0,0,0,0,0,0,0,0,27,3.0,0.02,1594.0,882.0,False,09/15/2011,37,25,160,3,2021-12-14,0.177,not_requested,2.0
2843,Jannotti Beat Series,0,0,0,1,0,0,0,0,0,38,8.0,0.03,852.0,1295.0,False,04/28/2009,7,14,14,2,2021-08-15,0.06,not_requested,57.0
2844,Japanese 72 Seasons,1,0,0,0,0,0,0,0,0,19,13.0,0.005,566.0,578.0,False,09/09/2021,2,9,21,2,2021-10-08,0.025,not_requested,38.0
2845,Japanese Bear 47,1,0,0,0,0,0,0,0,0,12,11.0,0.36,15227.0,1201.0,False,04/30/2014,65,12,211,18,2021-10-12,0.5900000000000001,not_requested,0.0
2846,Japanese Space 47,1,0,0,0,0,0,0,0,0,5,2.0,0.005,600.0,119.0,False,03/29/2020,31,8,153,2,2021-11-19,0.005,not_requested,18.0
2847,Japanese Workers,0,1,0,0,0,0,0,0,0,50,24.0,0.02,627.0,583.0,False,09/07/2021,1,4,12,4,2021-09-23,0.1,not_requested,0.0
2848,Japanese flowers photograph,1,0,0,0,0,0,0,0,0,22,14.0,0.008,413.0,731.0,False,08/13/2021,4,5,9,1,2021-07-30,0.02,not_requested,0.0
2849,Jason Balducci Collection,1,0,0,0,0,0,0,0,0,44,31.0,0.101,3395.0,537.0,False,01/31/2020,10,18,58,5,2021-02-16,2.557,approved,2.0
2850,Jasper York Glitch Collection,1,1,0,0,0,0,0,0,0,29,51.0,0.07,1327.0,2336.0,False,02/27/2021,9,21,141,5,2021-03-02,0.449,approved,0.0
2851,Jay Pegs Auto Mart,1,0,0,0,0,0,0,0,0,6400,1300.0,0.01,2998.0,180.0,False,08/24/2021,32,16,136,11,2021-09-21,0.381901,not_requested,161.0
2852,Jay's illustration room,1,0,0,0,0,0,0,0,0,6,3.0,0.035,1024.0,308.0,False,01/02/2020,100,4,657,3,2021-11-27,0.139,not_requested,0.0
2853,JeffJag Illustrations & Derivatives,1,0,0,0,0,0,0,0,0,21,26.0,0.025,3970.0,1696.0,False,12/15/2008,11,5,33,2,2021-07-06,0.12,not_requested,188.0
2854,Jelly Pals,0,1,0,0,0,0,0,0,0,100,4.0,0.08,3475.0,4645.0,False,05/10/2011,4,19,44,3,2021-06-14,0.16,not_requested,361.0
2855,Jenkins the Valet: The Writer's Room,0,0,0,0,0,0,0,1,0,6900,2800.0,0.79,31748.0,4350.0,False,05/18/2021,73,58,481,21,2021-08-04,1077.3876308624738,verified,4.0
2856,JenniferO - Life In Colour,1,0,0,0,0,0,0,0,0,17,2.0,0.06,390.0,599.0,False,08/15/2021,3,2,18,1,2021-10-11,0.06,not_requested,0.0
2857,Jesse Doyle Art,1,0,0,0,0,0,0,0,0,44,20.0,0.2,1289.0,1010.0,False,11/14/2011,4,18,38,2,2021-10-14,0.575,not_requested,0.0
2858,Jessie W design,1,0,0,0,0,0,0,0,0,21,12.0,0.01,231.0,58.0,False,12/12/2010,1,2,9,4,2021-11-15,0.058,not_requested,0.0
2859,Jewel Cases,1,0,0,0,0,0,0,0,0,119,64.0,0.111,3029.0,2284.0,False,01/31/2021,5,6,39,4,2021-02-25,0.4449999999999999,approved,34.0
2860,Jibaros,1,0,0,0,0,0,0,0,0,265,115.0,0.021,452.0,459.0,False,12/04/2021,14,4,36,4,2021-12-05,1.1516000000000004,not_requested,129.0
2861,Jiggling Cat,1,0,0,0,0,0,0,0,0,19,9.0,0.005,585.0,847.0,False,10/17/2021,2,1,11,0,2021-10-22,0.0269,not_requested,9.0
2862,Jigsaw Puzzle Party,0,1,0,0,0,0,0,0,0,10,8.0,0.025,204.0,69.0,False,11/13/2021,6,4,35,1,2021-11-20,0.05,not_requested,0.0
2863,Jigsaw Puzzle Party - Girls Imagery,0,1,0,0,0,0,0,0,0,7,22.0,0.002,204.0,69.0,False,11/13/2021,6,4,35,1,2021-11-29,0.07,not_requested,10.0
2864,Jillian Suzanne Art,1,0,0,0,0,0,0,0,0,25,13.0,0.6,1168.0,389.0,False,09/13/2021,16,17,91,3,2021-10-17,1.7999999999999998,not_requested,0.0
2865,Jitka Zdvihalova,1,0,0,0,0,0,0,0,0,3,2.0,0.25,2581.0,1671.0,False,05/01/2021,10,14,56,0,2021-11-22,0.25,not_requested,0.0
2866,Joe Tamponi: Editions,1,0,0,0,0,0,0,0,0,8,71.0,0.05,2281.0,2443.0,False,08/11/2021,24,10,152,5,2021-08-23,0.04,not_requested,0.0
2867,Joe Tamponi: Neon Weirdos,1,0,0,0,0,0,0,0,0,10,78.0,0.2,2281.0,2443.0,False,08/11/2021,24,10,152,5,2021-10-09,1.4388999999999998,not_requested,0.0
2868,Joe Tamponi: Trading Cards,0,0,0,0,0,0,1,0,0,58,466.0,0.022,2281.0,2443.0,False,08/11/2021,24,10,152,5,2021-08-27,0.7359000000000002,approved,0.0
2869,Jolly Bully Squad,0,1,0,0,0,0,0,0,0,24,21.0,0.123,994.0,917.0,False,07/12/2021,3,5,27,5,2021-08-23,0.1,not_requested,120.0
2870,Jolly Elves,1,0,0,0,0,0,0,0,0,594,352.0,0.007,4086.0,326.0,False,10/20/2021,86,64,179,9,2021-12-09,1.3028999999999995,not_requested,190.0
2871,Jolly YumSkulls,1,0,0,0,0,0,0,0,0,4800,37.0,0.001,304.0,258.0,False,10/19/2021,2,3,8,0,2021-11-04,0.2335970000000001,not_requested,122.0
2872,Jon Burgerman,1,1,0,0,0,0,0,0,0,1300,205.0,0.065,26789.0,1342.0,True,04/28/2008,22,18,324,2,2020-05-07,0.935,verified,44.0
2873,Jonny Cotton Voodoo Dolls,0,1,0,0,0,0,0,0,0,78,32.0,0.015,6815.0,1242.0,False,03/29/2009,7,1,7,1,2021-10-14,0.3945000000000002,not_requested,332.0
2874,JorrParivar,0,1,0,0,0,0,0,0,0,1300,169.0,0.05,25316.0,604.0,True,05/03/2015,6,10,55,2,2021-07-22,0.599,not_requested,126.0
2875,JosWorld,0,1,0,0,0,0,0,0,0,56,14.0,0.01,297.0,361.0,False,11/18/2021,5,4,53,3,2021-12-09,0.1,not_requested,0.0
2876,Joseon Dynasty,0,1,0,0,0,0,0,0,0,1400,447.0,0.11,2514.0,333.0,False,09/09/2021,215,213,245,6,2021-10-12,23.786879750000004,approved,71.0
2877,Josephine LF film collection,1,0,0,0,0,0,0,0,0,10,3.0,0.025,618.0,1144.0,False,01/29/2016,9,5,23,2,2021-11-13,0.025,not_requested,0.0
2878,Joshua Buscay Editions,0,0,0,0,1,0,0,0,0,1,2.0,0.03,1164.0,2328.0,False,09/29/2021,2,4,24,2,2021-12-15,0.03,not_requested,5.0
2879,Josie,1,0,0,0,0,0,0,0,0,361,166.0,5.0,21199.0,1448.0,False,01/12/2018,122,116,649,32,2019-06-20,37.0,verified,36.0
2880,Journey of Colour by Ben Savage,0,0,0,0,1,0,0,0,0,40,27.0,0.25,6586.0,1423.0,False,12/07/2020,15,8,90,4,2021-08-31,0.25,not_requested,0.0
2881,Journey of Stardust,1,0,0,0,0,0,0,0,0,32,20.0,0.15,2457.0,1.0,False,11/22/2021,37,32,40,15,2021-11-22,1.6499999999999997,not_requested,2.0
2882,Jovan Yudistira,0,0,0,1,0,0,0,0,0,11,39.0,0.002,1568.0,970.0,False,06/27/2010,12,5,16,3,2021-08-12,0.0081,not_requested,4.0
2883,Judgmental Pigeons,1,0,0,0,0,0,0,0,0,90,39.0,0.003,1847.0,1177.0,False,08/15/2021,1,1,2,0,2021-08-16,0.024,not_requested,6.0
2884,Juggernauts by PC,0,0,0,0,0,1,0,0,0,412,242.0,0.12,14214.0,132.0,True,11/02/2018,156,64,792,21,2021-09-10,10.37869696969697,not_requested,46.0
2885,Juice Eternal,1,0,0,0,0,0,0,0,0,4,2.0,0.025,786.0,1469.0,False,03/23/2019,10,3,12,2,2021-11-17,0.04,not_requested,0.0
2886,JuicyCephalopods in JuicyOcean,0,1,0,0,0,0,0,0,0,6,2.0,0.015,21.0,79.0,False,09/26/2021,3,1,6,3,2021-09-27,0.015,not_requested,0.0
2887,Julia Set Collection,1,0,0,0,0,0,0,0,0,4200,913.0,0.001,3792.0,557.0,False,08/19/2021,37,39,50,23,2021-09-16,1.062425,not_requested,47.0
2888,JungilPunx,0,1,0,0,0,0,0,0,0,20,5.0,0.01,237.0,177.0,False,10/12/2014,2,4,7,1,2021-08-31,0.012,not_requested,64.0
2889,Junior Punks,0,0,0,0,0,0,0,1,0,5600,2700.0,0.12,4655.0,29.0,False,11/19/2021,1701,215,1790,24,2021-12-17,350.9602355499991,approved,85.0
2890,Junkie Catz,0,1,0,0,0,0,0,0,0,448,208.0,0.009,2429.0,16.0,False,09/28/2021,4241,5472,3624,61,2021-11-01,0.2105,not_requested,231.0
2891,JurassicPunks,1,0,0,0,0,0,0,0,0,250,69.0,0.019,536.0,932.0,False,11/08/2011,5,3,41,3,2021-01-06,0.075,approved,191.0
2892,Just Llamas,0,1,0,0,0,0,0,0,0,25,7.0,0.004,42.0,68.0,False,09/22/2021,4,3,10,4,2021-11-07,0.008,not_requested,81.0
2893,Just Punk Art,1,0,0,0,0,0,0,0,0,900,61.0,0.001,325.0,310.0,False,04/23/2017,3,2,6,2,2021-09-28,0.0135710425154596,not_requested,0.0
2894,Just cement,0,1,0,0,0,0,0,0,0,398,95.0,0.015,148.0,6.0,False,11/25/2021,48,6,42,4,2021-11-25,0.6400000000000003,not_requested,65.0
2895,Justin Beaver,1,0,0,0,0,0,0,0,0,13,2.0,0.01,165.0,153.0,False,04/10/2021,67,6,178,4,2021-12-07,0.01,not_requested,8.0
2896,Justin Roiland,1,0,0,0,0,0,0,0,0,3700,430.0,0.06,744771.0,1967.0,True,06/18/2012,2387,527,22925,290,2021-01-19,0.5270000000000001,verified,0.0
2897,Juu Juu Gallery,0,0,0,0,0,0,0,1,0,9,4.0,0.184,2402.0,153.0,False,01/03/2018,9,18,106,3,2021-11-21,0.092,not_requested,27.0
2898,K-Sunbee Unique NFT Jiduhwa Collection,1,0,0,0,0,0,0,0,0,4,3.0,0.04,51.0,57.0,False,10/16/2021,40,19,37,1,2021-10-29,0.074,not_requested,0.0
2899,KALEIDOSCOPE DOODLE Collection,1,0,0,0,0,0,0,0,0,8,11.0,0.002,17031.0,16217.0,False,06/24/2021,37,9,60,1,2021-10-13,0.002,not_requested,0.0
2900,KAMI✪MART™,1,1,0,0,0,0,0,0,0,23,14.0,0.022,2434.0,748.0,False,05/03/2017,1,2,6,1,2020-05-11,0.022,approved,2.0
2901,KAWAII DROPS,1,0,0,0,0,0,0,0,0,11,8.0,1.5,2285.0,298.0,False,10/23/2011,4,5,78,2,2021-11-04,1.538043378107227,not_requested,0.0
2902,KHEMIA,1,0,0,0,0,0,0,0,0,15,5.0,0.196,6925.0,2774.0,False,05/29/2008,8,64,97,2,2021-08-26,0.7,not_requested,0.0
2903,KIA: CASE FILES,1,0,0,0,0,0,0,0,0,7,5600.0,0.001,32145.0,1006.0,False,07/22/2021,44,162,161,6,2021-10-16,0.049151,not_requested,7.0
2904,KIBOT PROJEKT,0,1,0,0,0,0,0,0,0,30,18.0,0.04,86.0,172.0,False,10/11/2021,6,3,24,2,2021-10-06,0.2,not_requested,52.0
2905,KIMAGURE STICKERS,1,0,0,0,0,0,0,0,0,40,6.0,0.007,565.0,90.0,False,01/07/2017,9,1,65,1,2021-11-07,0.0195,not_requested,0.0
2906,KING'S GALA,1,0,0,0,0,0,0,0,0,3600,679.0,0.049,4685.0,6.0,False,08/29/2021,71,61,228,9,2021-10-30,2.1169,approved,206.0
2907,KIRU THE CAT,1,0,0,0,0,0,0,0,0,25,3.0,0.006,1046.0,1369.0,False,08/21/2021,11,3,20,3,2021-11-18,0.012,not_requested,0.0
2908,KISS-VERSE,1,0,0,0,0,0,0,0,0,18,158.0,0.135,4032.0,1108.0,False,11/22/2011,365,111,397,13,2021-07-28,1.106,verified,0.0
2909,KL After Hours,0,0,0,0,1,0,0,0,0,11,2.0,0.03,11989.0,784.0,False,03/23/2012,64,174,169,2,2021-07-23,0.03,not_requested,14.0
2910,KLAY APE CLUB,0,1,0,0,0,0,0,0,0,10000,1200.0,0.041,4116.0,36.0,False,10/21/2021,678,689,684,28,2021-10-30,54.53841156999995,approved,113.0
2911,KLAYBLOX,0,1,0,0,0,0,0,0,0,62,46.0,0.825,5143.0,8.0,False,11/18/2021,1918,1941,1906,112,2021-12-16,0.3651216,not_requested,32.0
2912,KLAYGIANTBABY,1,0,0,0,0,0,0,0,0,551,156.0,0.04,4139.0,412.0,False,09/21/2021,1838,1857,1889,57,2021-10-30,6.0334782000000144,not_requested,194.0
2913,KLAYRock,0,1,0,0,0,0,0,0,0,181,114.0,4.647,2233.0,199.0,False,08/25/2021,37,15,65,7,2021-09-03,20.97813119,approved,0.0
2914,KNEECAPs,0,1,0,0,0,0,0,0,0,1100,256.0,0.009,255.0,327.0,False,06/11/2021,29,31,37,3,2021-06-22,0.0123,not_requested,60.0
2915,KONOFUKU,0,1,0,0,0,0,0,0,0,58,53.0,0.03,2140.0,1317.0,False,08/21/2012,39,20,54,4,2021-11-15,0.011,not_requested,0.0
2916,KOXEL,0,0,0,0,0,0,0,1,0,200,2200.0,0.003,953.0,130.0,False,05/17/2021,19,6,44,6,2021-07-16,0.019,not_requested,203.0
2917,KPPC Cards,0,1,0,0,0,0,0,0,0,32,13.0,0.015,60.0,151.0,False,11/28/2021,9,7,13,1,2021-12-13,0.1477,not_requested,0.0
2918,KRYPTON SPRAY PAINT,0,1,0,0,0,0,0,0,0,36,3.0,0.004,12.0,77.0,False,11/29/2021,0,2,25,1,2021-12-08,0.024,not_requested,3.0
2919,KYUKYU,0,1,0,0,0,0,0,0,0,32,6.0,0.009,2449.0,985.0,False,07/19/2021,95,66,82,6,2021-09-09,0.031,not_requested,10.0
2920,Kahncept: Art,1,0,0,0,0,0,0,0,0,5,7.0,0.15,2442.0,2435.0,False,03/03/2009,5,16,32,5,2021-10-27,1.75,not_requested,0.0
2921,Kaiju Goons,0,1,0,0,0,0,0,0,0,115,34.0,0.085,8274.0,75.0,False,01/06/2010,5,3,31,1,2021-09-06,0.255,not_requested,10.0
2922,KaijuKingz Club,0,1,0,0,0,0,0,0,0,190,56.0,0.01,54653.0,285.0,False,10/04/2021,5126,1012,5647,69,2021-10-20,0.1236500000000001,not_requested,9.0
2923,Kaleidohex,1,0,0,0,0,0,0,0,0,24,4.0,0.008,625.0,1393.0,False,11/23/2018,11,7,26,2,2021-09-22,0.024,not_requested,0.0
2924,Kalen Iwamoto,1,0,0,0,0,0,0,0,0,22,50.0,0.08,2454.0,1463.0,False,02/04/2018,28,9,33,2,2021-02-17,0.16,approved,7.0
2925,Kalpha,0,0,0,0,0,0,0,1,0,6,86.0,20.0,12476.0,27.0,False,03/18/2020,3279,197,932,45,2021-08-31,19.45,not_requested,6.0
2926,Kampai-S,1,0,0,0,0,0,0,0,0,18,11.0,0.004,1638.0,1126.0,False,07/07/2021,11,2,18,5,2021-11-18,0.0125,not_requested,2.0
2927,Kana & Riku,1,0,0,0,0,0,0,0,0,44,32.0,0.01,4970.0,5098.0,False,02/28/2021,1,1,8,0,2021-10-25,0.042,not_requested,11.0
2928,Kane Mayfield - Rare Finds / Missing Music,0,0,0,1,0,0,0,0,0,2,66.0,0.055,3982.0,1923.0,False,06/13/2009,13,8,37,6,2021-05-03,1.2256999999999998,not_requested,0.0
2929,Kang Universe,0,1,0,0,0,0,0,0,0,25,3.0,0.03,48.0,201.0,False,08/24/2021,3,10,4,0,2021-09-26,0.03,not_requested,56.0
2930,Kaponga | Ferns Unfurl,1,0,0,0,0,0,0,0,0,8,3.0,0.05,56.0,81.0,False,10/05/2021,2,4,18,3,2021-11-18,0.12,not_requested,1.0
2931,Kapook Piggie Original,0,1,0,0,0,0,0,0,0,102,3.0,0.1,304.0,1412.0,False,08/26/2021,36,2,36,2,2021-10-31,0.2,not_requested,155.0
2932,Kar: Istanbul Under Snow,0,0,0,0,1,0,0,0,0,33,4.0,0.13,5929.0,5601.0,False,07/02/2009,7,32,84,1,2021-11-22,0.52,approved,0.0
2933,Karen Mason Blair Grunge Collection - Flannel Years,1,0,0,0,0,0,0,0,0,51,16.0,0.15,346.0,42.0,False,02/08/2016,8,2,51,3,2021-10-15,6.000000000000004,not_requested,41.0
2934,Karin NFT Collection,1,0,0,0,0,0,0,0,0,13,10.0,0.075,964.0,365.0,False,11/09/2021,6,2,21,2,2021-11-09,0.895,not_requested,6.0
2935,Karrie Ross Art,1,0,0,0,0,0,0,0,0,24,73.0,0.023,6890.0,1714.0,False,06/29/2008,31,10,112,13,2021-09-25,0.066,not_requested,26.0
2936,Kate Samuels,1,0,0,0,0,0,0,0,0,8,45.0,0.005,15402.0,7492.0,False,04/14/2020,41,20,122,5,2021-07-28,0.32,not_requested,0.0
2937,Kate the Cursed 13 Editions,1,0,0,0,0,0,0,0,0,11,89.0,0.21,14868.0,2304.0,False,01/07/2019,43,28,257,7,2021-07-31,1.26,not_requested,3.0
2938,Kawaii Demon-chan,1,0,0,0,0,0,0,0,0,59,23.0,0.024,3878.0,1753.0,False,06/04/2021,48,14,114,11,2021-08-01,0.215,not_requested,95.0
2939,Kawaii Dog,1,0,0,0,0,0,0,0,0,37,17.0,0.002,278.0,318.0,False,10/19/2021,3,2,21,2,2021-11-05,0.0135,not_requested,0.0
2940,Kawaii Girls & Animals Collection Collectibles,0,1,0,0,0,0,0,0,0,14,71.0,0.05,1251.0,574.0,False,10/21/2021,7,8,47,3,2021-12-02,1.0455000000000003,not_requested,0.0
2941,Kawaii Penthouse,1,0,0,0,0,0,0,0,0,15,3.0,0.05,715.0,521.0,False,07/04/2010,5,3,15,3,2021-10-22,0.08,not_requested,0.0
2942,Kawaii Skull,0,1,0,0,0,0,0,0,0,10000,485.0,0.005,7136.0,747.0,False,09/09/2020,11,7,77,3,2021-07-23,2.2314000000000003,not_requested,721.0
2943,Kawaii Wong,1,0,0,0,0,0,0,0,0,3,18.0,0.19,834.0,925.0,False,01/29/2021,5,5,31,1,2021-11-20,0.0625,not_requested,8.0
2944,KawaiiCat,0,1,0,0,0,0,0,0,0,175,78.0,0.02,1194.0,559.0,False,01/04/2018,19,5,32,5,2021-08-08,0.156,not_requested,513.0
2945,Kayfabe Superstars (Jobbers),0,0,0,0,0,0,1,0,0,11,12.0,0.014,37.0,55.0,False,09/17/2021,11,8,16,6,2021-10-04,0.1862999999999999,not_requested,70.0
2946,Keith Harings People #1,1,0,0,0,0,0,0,0,0,11,2.0,0.008,81.0,591.0,False,10/11/2021,0,2,3,0,2021-10-07,0.024,not_requested,0.0
2947,Kenny G Lies and Zombies,0,1,0,0,0,0,0,0,0,6,8.0,0.05,50595.0,4255.0,False,05/09/2020,663,124,1866,62,2021-12-11,0.2598999999999999,not_requested,0.0
2948,Kewl Club,0,0,0,0,0,0,0,1,0,187,96.0,0.11,10894.0,5013.0,False,08/17/2009,3,7,26,1,2021-09-30,0.285,not_requested,0.0
2949,Keys to the Metaverse,0,0,0,0,0,0,0,1,0,2800,292.0,0.004,696.0,112.0,False,03/03/2021,59,17,206,5,2021-10-25,1.854122399999993,not_requested,395.0
2950,KickDrops,1,1,0,0,0,0,0,0,0,12,6.0,0.03,20.0,61.0,False,03/23/2021,2,1,7,0,2021-03-26,0.03,not_requested,12.0
2951,Kid Art Projects (KAP) KidArtProjects.com,1,1,0,0,0,0,0,0,0,32,18.0,0.022,1861.0,4989.0,False,03/26/2021,18,5,42,4,2021-03-26,0.2769999999999999,not_requested,12.0
2952,KidPunks,0,1,0,0,0,0,0,0,0,999,290.0,0.049,5348.0,1545.0,False,07/03/2021,36,34,46,4,2021-07-07,1.3901500000000002,not_requested,1079.0
2953,Kiersten's Beautiful Mind,1,0,0,0,0,0,0,0,0,6,3.0,0.006,492.0,435.0,False,07/31/2017,4,2,11,1,2021-11-13,0.0177,not_requested,0.0
2954,Kiki City,0,1,0,0,0,0,0,0,0,615,214.0,0.02,1652.0,144.0,False,07/01/2021,33,14,68,12,2021-11-26,0.13,not_requested,0.0
2955,Killer Bunny Club,0,1,0,0,0,0,0,0,0,48,15.0,0.008,298.0,1285.0,False,08/26/2021,8,14,21,4,2021-08-27,0.0375,not_requested,116.0
2956,Killer Burger,1,0,0,0,0,0,0,0,0,18,4.0,0.008,3676.0,4806.0,False,04/07/2009,4,12,26,1,2021-11-20,0.037,not_requested,0.0
2957,Kimono Fabrics,1,0,0,0,0,0,0,0,0,49,8.0,0.1,8.0,237.0,False,03/30/2021,5,1,19,0,2021-05-14,0.15,not_requested,0.0
2958,Kimono Girls Catalog,1,0,0,0,0,0,0,0,0,30,18.0,0.008,472.0,250.0,False,10/05/2021,4,9,48,2,2021-10-15,0.085,not_requested,0.0
2959,KimonoGirl NFT,0,1,0,0,0,0,0,0,0,14,14.0,0.5,2299.0,545.0,False,11/13/2016,15,23,59,5,2021-10-11,0.305,not_requested,23.0
2960,KimonoNinjaPunks,1,0,0,0,0,0,0,0,0,673,230.0,0.01,3934.0,653.0,False,08/13/2021,15,31,138,4,2021-05-23,1.2962999999999998,not_requested,0.0
2961,Kinesis Art,1,0,0,0,0,0,0,0,0,5200,2000.0,0.008,2721.0,48.0,False,09/08/2021,187,193,247,21,2021-09-15,0.8844231100000003,verified,193.0
2962,KingRabbit,0,0,0,0,0,0,0,1,0,65,40.0,0.1,1633.0,1005.0,False,07/15/2013,11,3,23,3,2021-03-04,0.7489999999999999,requested,0.0
2963,Kingdom Cats,1,0,0,0,0,0,0,0,0,95,3.0,0.002,33.0,152.0,False,11/18/2021,2,4,7,2,2021-11-19,0.0055,not_requested,71.0
2964,Kingdom of Dwarves NFT,0,1,0,0,0,0,0,0,0,22,4.0,0.06,15043.0,659.0,False,10/10/2021,967,873,1295,324,2021-11-04,0.23,not_requested,0.0
2965,KinkySkullx,0,1,0,0,0,0,0,0,0,493,152.0,1.95,25620.0,600.0,False,03/12/2021,152,148,232,16,2021-03-12,22.046,verified,188.0
2966,Kino's Friends,0,1,0,0,0,0,0,0,0,8,2.0,0.2,2991.0,33.0,False,11/07/2021,2427,51,755,8,2021-11-20,0.15,not_requested,0.0
2967,Kinochromes,1,0,0,0,0,0,0,0,0,512,213.0,0.037,65.0,1.0,False,11/09/2021,3,1,6,0,2021-11-09,0.9614,not_requested,42.0
2968,KiraKiraWorld,1,0,0,0,0,0,0,0,0,14,12.0,0.12,1237.0,533.0,False,10/03/2021,0,5,13,1,2021-10-05,0.16,not_requested,0.0
2969,KireevArt Photography,0,0,0,0,1,0,0,0,0,500,36.0,0.04,3518.0,1273.0,False,03/14/2021,2,2,5,1,2021-08-26,0.22,not_requested,3.0
2970,Kishuverse,1,0,0,0,0,0,0,0,0,6900,1400.0,0.01,370435.0,61.0,False,11/30/2020,947,733,3563,33,2021-11-01,0.6885000000000002,approved,126.0
2971,Kitenge Squad,1,0,0,0,0,0,0,0,0,10,8.0,0.055,1173.0,1062.0,False,08/30/2021,22,5,72,2,2021-10-06,0.055,not_requested,0.0
2972,Kitticon,0,1,0,0,0,0,0,0,0,242,663.0,0.008,2759.0,4942.0,False,05/28/2021,34,498,296,8,2021-07-15,0.1524802,not_requested,922.0
2973,Kitty Cones Special Editions,0,1,0,0,0,0,0,0,0,16,12.0,0.06,258.0,34.0,False,06/22/2021,21,15,37,5,2021-10-24,0.075,not_requested,0.0
2974,Kitty Punks,0,1,0,0,0,0,0,0,0,1000,3.0,0.001,23.0,31.0,False,10/13/2021,0,0,2,0,2021-10-27,0.0099999999999999,not_requested,47.0
2975,KittyVerse 88 Zephir,1,0,0,0,0,0,0,0,0,15,5.0,0.088,267.0,213.0,False,09/13/2021,6,4,44,4,2021-10-16,0.088,not_requested,0.0
2976,Kkakdugi Universe,0,1,0,0,0,0,0,0,0,220,78.0,0.013,3733.0,7.0,False,11/09/2021,962,937,971,253,2021-11-29,0.0894872999999999,not_requested,0.0
2977,Klay Hamster,0,1,0,0,0,0,0,0,0,220,51.0,0.006,212.0,149.0,False,09/06/2021,23,15,42,1,2021-11-11,0.3943697699999999,not_requested,161.0
2978,Klay Hodori,0,1,0,0,0,0,0,0,0,1700,274.0,0.023,234.0,0.0,False,11/21/2021,33,5,40,4,2021-12-01,1.2408341699999998,not_requested,40.0
2979,Klay Museum,0,0,0,0,0,0,0,1,0,5500,675.0,0.011,2337.0,316.0,False,11/14/2021,718,724,789,42,2021-12-17,13.236326004999968,not_requested,0.0
2980,Klay Mystery Egg,0,1,0,0,0,0,0,0,0,10000,1000.0,0.01,598.0,4.0,False,11/07/2021,173,48,129,24,2021-09-19,25.31017975000036,approved,160.0
2981,Klay Teddy Castle,0,1,0,0,0,0,0,0,0,10000,103.0,0.016,1743.0,1137.0,False,09/18/2021,94,88,95,10,2021-11-24,0.303453536,not_requested,8.0
